Fall2021-2022(202210),11727,GEOL,330F,1,PetroleumReservoirEngineerin,3,3,AS,3,2,1400,1701,POST,207,.,.,.,.,.,S,.,.,.,.,.,.,.,.,.,.,.,.,Ali,Haidar,,
Fall2021-2022(202210),11728,GEOL,395A,1,ComprehensiveExam,0,0,AS,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Joanna,Doummar,,
Fall2021-2022(202210),11730,GEOL,399,2,M.SThesis,9,7.28,AS,0,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,A.,Abdel-Rahman,,
Fall2021-2022(202210),11731,GEOL,399,3,M.SThesis,9,7.28,AS,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Joanna,Doummar,,
Fall2021-2022(202210),11732,GEOL,399,4,M.SThesis,9,7.28,AS,0,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Mohamed,Salah,,
Fall2021-2022(202210),11733,GEOL,399,5,M.SThesis,9,7.28,AS,2,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Tony,Nemer,,
Fall2021-2022(202210),11735,GEOL,399A,2,M.S.Thesis,9,0,AS,0,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,A.,Abdel-Rahman,,
Fall2021-2022(202210),11736,GEOL,399A,3,M.S.Thesis,9,0,AS,0,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Joanna,Doummar,,
Fall2021-2022(202210),11737,GEOL,399A,4,M.S.Thesis,9,0,AS,0,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Mohamed,Salah,,
Fall2021-2022(202210),11738,GEOL,399A,5,M.S.Thesis,9,0,AS,0,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Tony,Nemer,,
Fall2021-2022(202210),11740,GEOL,399B,2,M.S.Thesis,9,0,AS,0,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,A.,Abdel-Rahman,,
Fall2021-2022(202210),11741,GEOL,399B,3,M.S.Thesis,9,0,AS,0,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Joanna,Doummar,,
Fall2021-2022(202210),11742,GEOL,399B,4,M.S.Thesis,9,0,AS,0,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Mohamed,Salah,,
Fall2021-2022(202210),11743,GEOL,399B,5,M.S.Thesis,9,0,AS,0,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Tony,Nemer,,
Fall2021-2022(202210),11745,GEOL,399C,2,M.S.Thesis,9,0,AS,0,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,A.,Abdel-Rahman,,
Fall2021-2022(202210),11746,GEOL,399C,3,M.S.Thesis,9,0,AS,0,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Joanna,Doummar,,
Fall2021-2022(202210),11747,GEOL,399C,4,M.S.Thesis,9,0,AS,0,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Mohamed,Salah,,
Fall2021-2022(202210),11748,GEOL,399C,5,M.S.Thesis,9,0,AS,0,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Tony,Nemer,,
Fall2021-2022(202210),11749,GEOL,399D,1,M.S.Thesis,9,1,AS,0,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,A.,Abdel-Rahman,,
Fall2021-2022(202210),11750,GEOL,399D,2,M.S.Thesis,9,1,AS,0,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Joanna,Doummar,,
Fall2021-2022(202210),11751,GEOL,399D,3,M.S.Thesis,9,1,AS,0,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Tony,Nemer,,
Fall2021-2022(202210),11752,GEOL,399D,4,Thesis,9,1,AS,0,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Mohamed,Salah,,
Fall2021-2022(202210),11754,GERM,201,1,ElementaryGermanI,3,3,AS,23,0,1000,1050,NICELY,206,M,.,W,.,F,.,.,.,.,.,.,.,.,.,.,.,.,.,KlausUlrich,Wieland,,
Fall2021-2022(202210),11755,GERM,201,2,ElementaryGermanI,3,3,AS,22,1,1100,1150,NICELY,206,M,.,W,.,F,.,.,.,.,.,.,.,.,.,.,.,.,.,KlausUlrich,Wieland,,
Fall2021-2022(202210),13249,GERM,201,3,ElementaryGermanI,3,3,AS,21,2,1200,1250,FISK,313,M,.,W,.,F,.,.,.,.,.,.,.,.,.,.,.,.,.,KlausUlrich,Wieland,,
Fall2021-2022(202210),13072,GRDS,066,1,AlternativeComics,3,3,EA,23,-3,1400,1650,.,.,M,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Lina,Ghaibeh,,
Fall2021-2022(202210),13073,GRDS,067,1,Fanzines,3,3,EA,21,-1,1400,1650,.,.,.,T,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Leila,Musfi,,
Fall2021-2022(202210),11756,GRDS,111,1,Drawing,3,3,EA,25,1,1100,1350,ANNEX,201,M,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Shawki,Youssef,,
Fall2021-2022(202210),11757,GRDS,202,1,GraphicDesignII,6,6,EA,13,17,1400,1800,ANNEX,301,M,.,W,.,F,.,.,.,.,.,.,.,.,.,.,.,.,.,Ahmad,El-Gharbie',,
Fall2021-2022(202210),11758,GRDS,213,1,Illustration,3,3,EA,14,2,1400,1650,.,.,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Fouad,Mezher,,
Fall2021-2022(202210),11759,GRDS,252,1,TypographyII,3,3,EA,12,4,0930,1120,ANNEX,301,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Yara(Nammour),Khoury,,BlendedCourse
Fall2021-2022(202210),11760,GRDS,304,1,GraphicDesignIV,6,6,EA,23,7,1400,1800,STUDYS,101,M,.,W,.,F,.,.,.,.,.,.,.,.,.,.,.,.,.,Yara(Nammour),Khoury,,
Fall2021-2022(202210),11761,GRDS,331,1,Introd.toVisualTheory,3,3,EA,25,5,1000,1250,IOEC,225,.,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Omar,Mismar,,
Fall2021-2022(202210),13068,GRDS,343,1,InteractionDesignI,3,3,EA,25,0,0930,1220,.,.,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Maher,Berro,,
Fall2021-2022(202210),11762,GRDS,361,1,ProfessionalPractice,3,3,EA,23,7,1400,1650,SRB,413,.,.,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Leila,Musfi,,
Fall2021-2022(202210),11763,GRDS,406,1,FinalProj.Design&ResearchI,4,4,EA,29,1,0900,1250,STUDYS,201,M,.,.,.,F,.,.,.,.,.,.,.,.,.,.,.,.,.,Omar,Mismar,,
