Fall2021-2022(202210),11846,INDE,411,1,Intr.toProjectManagement,3,3,EA,44,13,1530,1650,BECHTA,211,M,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Rana,Sfeir,,
Fall2021-2022(202210),11847,INDE,412,1,EngineeringEntrepreneurship,3,3,EA,46,9,1731,2030,BECHTA,204,M,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Maurice,Mattar,,
Fall2021-2022(202210),13062,INDE,412,2,EngineeringEntrepreneurship,3,3,EA,0,0,1731,2030,BECHTA,211,.,.,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,,
Fall2021-2022(202210),11848,INDE,421,1,HumanFactorsEngineering,3,3,EA,44,1,1401,1515,MAMC,207,M,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Saif,Al-Qaisi,,
Fall2021-2022(202210),11849,INDE,501,1,FinalYearProjectI,3,3,EA,43,2,1731,1829,BECHTA,212,M,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Hussein,Tarhini,,
Fall2021-2022(202210),11850,INDE,504,1,DiscreteEventSimulation,4,4,EA,47,-2,0800,0929,SRB,413,.,T,.,R,.,.,.,0931,1059,BECHTA,110,.,T,.,R,.,.,.,Bacel,Maddah,,
Fall2021-2022(202210),11851,INDE,513,1,InformationSystem,3,3,EA,44,1,1400,1515,IOEC,217,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Hussein,Tarhini,,
Fall2021-2022(202210),11852,INFO,200,1,FoundationsofInformat.Syst.,3,3,SB,34,-1,1100,1215,OSB,207,M,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Elie,SemaanNasr,,
Fall2021-2022(202210),11853,INFO,200,2,FoundationsofInformat.Syst.,3,3,SB,31,2,1230,1345,OSB,207,M,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Elie,SemaanNasr,,
Fall2021-2022(202210),11854,INFO,200,3,FoundationsofInformat.Syst.,3,3,SB,33,0,0800,0915,OSB,211,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Mona,Zoughaib,,
Fall2021-2022(202210),11855,INFO,200,4,FoundationsofInformat.Syst.,3,3,SB,33,0,0930,1045,OSB,206,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Mona,Zoughaib,,
Fall2021-2022(202210),11856,INFO,200,5,FoundationsofInformat.Syst.,3,3,SB,30,3,1400,1515,OSB,207,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Wissam,Sammouri,,
Fall2021-2022(202210),11857,INFO,200,6,FoundationsofInformat.Syst.,3,3,SB,31,2,1530,1645,OSB,207,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Harry,Halpin,,
Fall2021-2022(202210),13044,INFO,200,7,FoundationsofInformat.Syst.,3,3,SB,28,5,1400,1515,OSB,206,M,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Walid,ElKhazen,,
Fall2021-2022(202210),11858,INFO,226,1,Syst.Develop.&DatabaseDesign,3,3,SB,19,6,1100,1215,OSB,334,M,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Randa,Salamoun,,
Fall2021-2022(202210),11859,INFO,227,1,SocialMediainDigitalManagm,3,3,SB,9,-1,1400,1515,OSB,236,M,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Leila,KhauliHanna,,
Fall2021-2022(202210),11860,INFO,235,1,Introduct.toAIforBusiness,3,3,SB,29,1,1700,1815,OSB,207,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Walid,ElKhazen,,
Fall2021-2022(202210),13053,INFO,250K,1,Int.toBlockchainforBusiness,3,3,SB,32,-7,1230,1345,OSB,207,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Harry,Halpin,,
Fall2021-2022(202210),13171,INFP,300,1,MBAIntegrativeFoundat.Period,0,0,SB,36,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,,
Fall2021-2022(202210),13172,INFP,300,9,MBAIntegrativeFoundat.Period,0,0,SB,6,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,,
Fall2021-2022(202210),13181,ISLM,300,1,Grad.Sem.inQur'anicStudies,3,3,AS,2,3,1530,1759,NICELY,101,M,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Radwan,ElSayedAhmad,,
Fall2021-2022(202210),13170,ISLM,303,1,SeminarinIslamicEthics,3,3,AS,1,4,1530,1645,BLISS,206,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Bashshar,Haydar,,
Fall2021-2022(202210),11863,ISLM,304,1,SociologyofIslam,3,3,AS,6,4,1400,1629,NICELY,412,.,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Sari,Hanafi,,
Fall2021-2022(202210),13160,ISLM,325,1,GraduateSeminarinSufism,3,3,AS,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,,
Fall2021-2022(202210),13473,ISLM,395A,1,IslamicStud.Compr.Exam,0,0,AS,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Sari,Hanafi,,
Fall2021-2022(202210),11864,ISLM,399A,1,MAinIslamicStudiesThesis,6,0,AS,2,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Sari,Hanafi,,
