Fall2021-2022(202210),10006,ACCT,210,1,FinancialAccounting,3,3,SB,40,0,0930,1045,OSB,230,M,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Bassima,Hout,,
Fall2021-2022(202210),10007,ACCT,210,10,FinancialAccounting,3,3,SB,39,1,1400,1515,OSB,227,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Abdeljalil,Ghanem,,
Fall2021-2022(202210),10008,ACCT,210,2,FinancialAccounting,3,3,SB,39,1,1100,1215,OSB,216,M,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Sana,ElHajj,,
Fall2021-2022(202210),10009,ACCT,210,3,FinancialAccounting,3,3,SB,40,0,1230,1345,OSB,233,M,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Sana,ElHajj,,
Fall2021-2022(202210),10010,ACCT,210,4,FinancialAccounting,3,3,SB,40,0,1530,1645,OSB,226,M,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Ali,Charif,,
Fall2021-2022(202210),10011,ACCT,210,5,FinancialAccounting,3,3,SB,34,6,1530,1645,OSB,233,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Abdeljalil,Ghanem,,
Fall2021-2022(202210),10012,ACCT,210,6,FinancialAccounting,3,3,SB,38,2,1700,1815,OSB,233,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Abdeljalil,Ghanem,,
Fall2021-2022(202210),10013,ACCT,210,7,FinancialAccounting,3,3,SB,37,3,0930,1045,OSB,227,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Bassima,Hout,,
Fall2021-2022(202210),10014,ACCT,210,8,FinancialAccounting,3,3,SB,38,2,1100,1215,OSB,238,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Bassima,Hout,,
Fall2021-2022(202210),10015,ACCT,210,9,FinancialAccounting,3,3,SB,38,2,1230,1345,OSB,241,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Sana,ElHajj,,
Fall2021-2022(202210),10016,ACCT,215,1,ManagementAccounting,3,3,SB,34,-4,0930,1045,OSB,233,M,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Antoine,Wakim,,
Fall2021-2022(202210),10017,ACCT,215,2,ManagementAccounting,3,3,SB,38,-8,1230,1345,OSB,241,M,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Rania,UwaydahMardini,,
Fall2021-2022(202210),10018,ACCT,215,3,ManagementAccounting,3,3,SB,37,-7,1100,1215,OSB,227,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Mohamad,Mazboudi,,
Fall2021-2022(202210),10019,ACCT,215,4,ManagementAccounting,3,3,SB,36,-6,1230,1345,OSB,227,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Mohamad,Mazboudi,,
Fall2021-2022(202210),10020,ACCT,221,1,Intermed.FinancialAccount.I,3,3,SB,7,28,1100,1215,OSB,230,M,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Bassima,Hout,,
Fall2021-2022(202210),10021,ACCT,223,1,Intermed.FinancialAccount.II,3,3,SB,18,17,1230,1345,OSB,233,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Abdeljalil,Ghanem,,
Fall2021-2022(202210),10022,ACCT,231,1,FraudExaminat.&InternalAudit,3,3,SB,14,21,0930,1045,OSB,241,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Rania,UwaydahMardini,,
Fall2021-2022(202210),10023,ACCT,250R,1,FinancialStatementsAnalysis,3,3,SB,14,1,1400,1515,OSB,241,M,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Rania,UwaydahMardini,,
Fall2021-2022(202210),10024,ACCT,301,1,Finan.Reporting&Analysis,3,3,SB,38,4,1800,2030,OSB,230,.,.,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Rania,UwaydahMardini,,
Fall2021-2022(202210),10001,ACCT,301,9,Finan.Reporting&Analysis,3,3,SB,9,31,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Rania,UwaydahMardini,,
Fall2021-2022(202210),10025,AGBU,211,1,Intr.toAgric.Issues&Policies,3,3,AG,22,18,1200,1250,AGRIC,211,M,.,W,.,F,.,.,.,.,.,.,.,.,.,.,.,.,.,Youssef,Doughan,,
Fall2021-2022(202210),10026,AGBU,213,1,LegalAspectsofAgribusiness,3,3,AG,13,7,0900,0950,AGRIC,211,M,.,W,.,F,.,.,.,.,.,.,.,.,.,.,.,.,.,Hachem,ElHousseini,,
Fall2021-2022(202210),10027,AGBU,236,1,NewTrendsinAgr.&FoodSystem,3,3,AG,6,9,1000,1050,AGRIC,209,M,.,W,.,F,.,.,.,.,.,.,.,.,.,.,.,.,.,Youssef,Doughan,,
Fall2021-2022(202210),10028,AGBU,239,1,Agribusin.Comm.SkillsWorkshop,0,0,AG,15,5,1400,1559,AGRIC,209,.,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,RachelAnne,Bahn,,
Fall2021-2022(202210),13267,AGBU,240,1,CareerPlann.Worksh.forAgribu,0,0,AG,11,1,0900,0950,.,.,.,.,.,.,.,S,.,.,.,.,.,.,.,.,.,.,.,.,Makram,BouNassar,,
Fall2021-2022(202210),10029,AGSC,201,1,Orientat.toAgr.&FoodSystems,2,2,AG,31,-6,1200,1250,AGRIC,203,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Lina,Jaber,,
Fall2021-2022(202210),10030,AGSC,204,1,NaturalScien.forAgribusin.,3,3,AG,20,-5,0900,0950,AGRIC,310,.,T,.,R,.,.,.,1400,1659,AGRIB,503,.,.,W,.,.,.,.,Hana,Sobh,,
Fall2021-2022(202210),10031,AGSC,205,1,TheFoodOdyssey,3,3,AG,50,-20,1230,1345,AGRIC,102,M,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Shady,Hamadeh,,
Fall2021-2022(202210),10032,AGSC,207,1,LandandWaterResources,3,3,AG,18,7,1000,1050,AGRIC,325,.,T,.,R,.,.,.,1400,1700,.,.,.,T,.,.,.,.,.,Sandra,Yanni,,
Fall2021-2022(202210),10033,AGSC,212,1,Microecono.Th.ofFood&Farming,3,3,AG,32,-12,1100,1150,AGRIC,205,M,.,W,.,.,.,.,1700,1750,AGRIC,203,M,.,.,.,.,.,.,Ali,Chalak,,
Fall2021-2022(202210),13237,AGSC,212,2,Microecono.Th.ofFood&Farming,3,3,AG,10,0,1100,1150,.,.,M,.,W,.,F,.,.,.,.,.,.,.,.,.,.,.,.,.,Youssef,Doughan,,
